Day,Timepoint,dateTime,solarPV,wind
1,1,1/1/2014 0:00,0,0.341332691
1,2,1/1/2014 1:00,0,0.329928484
1,3,1/1/2014 2:00,0,0.31668925
1,4,1/1/2014 3:00,0,0.294932074
1,5,1/1/2014 4:00,0,0.274136016
1,6,1/1/2014 5:00,0,0.263984589
1,7,1/1/2014 6:00,0,0.261935719
1,8,1/1/2014 7:00,0,0.26085843
1,9,1/1/2014 8:00,0,0.242047631
1,10,1/1/2014 9:00,0,0.229664821
1,11,1/1/2014 10:00,0,0.244800113
1,12,1/1/2014 11:00,0,0.250908536
1,13,1/1/2014 12:00,0,0.241195589
1,14,1/1/2014 13:00,0,0.209910843
1,15,1/1/2014 14:00,0,0.195625925
1,16,1/1/2014 15:00,0,0.206344098
1,17,1/1/2014 16:00,0,0.2274007
1,18,1/1/2014 17:00,0,0.22792908
1,19,1/1/2014 18:00,0,0.26268332
1,20,1/1/2014 19:00,0,0.325168334
1,21,1/1/2014 20:00,0,0.36268721
1,22,1/1/2014 21:00,0,0.366295118
1,23,1/1/2014 22:00,0,0.351761816
1,24,1/1/2014 23:00,0,0.323854958
2,25,1/2/2014 0:00,0,0.294523831
2,26,1/2/2014 1:00,0,0.272565084
2,27,1/2/2014 2:00,0,0.254269952
2,28,1/2/2014 3:00,0,0.229969663
2,29,1/2/2014 4:00,0,0.209149431
2,30,1/2/2014 5:00,0,0.197661199
2,31,1/2/2014 6:00,0,0.189856335
2,32,1/2/2014 7:00,0,0.181797062
2,33,1/2/2014 8:00,0,0.155195531
2,34,1/2/2014 9:00,0,0.131825907
2,35,1/2/2014 10:00,0,0.128652864
2,36,1/2/2014 11:00,0,0.100588519
2,37,1/2/2014 12:00,0,0.069603584
2,38,1/2/2014 13:00,0,0.051404901
2,39,1/2/2014 14:00,0,0.043809743
2,40,1/2/2014 15:00,0,0.05260203
2,41,1/2/2014 16:00,0,0.070153078
2,42,1/2/2014 17:00,0,0.093023438
2,43,1/2/2014 18:00,0,0.145870885
2,44,1/2/2014 19:00,0,0.217010439
2,45,1/2/2014 20:00,0,0.27038408
2,46,1/2/2014 21:00,0,0.279922709
2,47,1/2/2014 22:00,0,0.266953844
2,48,1/2/2014 23:00,0,0.250476805
3,49,1/3/2014 0:00,0,0.230538627
3,50,1/3/2014 1:00,0,0.2148009
3,51,1/3/2014 2:00,0,0.204633628
3,52,1/3/2014 3:00,0,0.194215727
3,53,1/3/2014 4:00,0,0.177907981
3,54,1/3/2014 5:00,0,0.167863321
3,55,1/3/2014 6:00,0,0.160204089
3,56,1/3/2014 7:00,0,0.150406415
3,57,1/3/2014 8:00,0,0.124201243
3,58,1/3/2014 9:00,0,0.094147855
3,59,1/3/2014 10:00,0,0.090447658
3,60,1/3/2014 11:00,0,0.073814269
3,61,1/3/2014 12:00,0,0.054029858
3,62,1/3/2014 13:00,0,0.040203789
3,63,1/3/2014 14:00,0,0.033550134
3,64,1/3/2014 15:00,0,0.035637822
3,65,1/3/2014 16:00,0,0.040498831
3,66,1/3/2014 17:00,0,0.04684258
3,67,1/3/2014 18:00,0,0.064049908
3,68,1/3/2014 19:00,0,0.091762511
3,69,1/3/2014 20:00,0,0.114092382
3,70,1/3/2014 21:00,0,0.1089299
3,71,1/3/2014 22:00,0,0.094534671
3,72,1/3/2014 23:00,0,0.082760292
4,73,1/4/2014 0:00,0,0.074168351
4,74,1/4/2014 1:00,0,0.064255513
4,75,1/4/2014 2:00,0,0.056210209
4,76,1/4/2014 3:00,0,0.047078123
4,77,1/4/2014 4:00,0,0.045727874
4,78,1/4/2014 5:00,0,0.04822136
4,79,1/4/2014 6:00,0,0.053760664
4,80,1/4/2014 7:00,0,0.061102368
4,81,1/4/2014 8:00,0,0.053017126
4,82,1/4/2014 9:00,0,0.044816008
4,83,1/4/2014 10:00,0,0.062276181
4,84,1/4/2014 11:00,0,0.061737495
4,85,1/4/2014 12:00,0,0.057569337
4,86,1/4/2014 13:00,0,0.057589565
4,87,1/4/2014 14:00,0,0.05900304
4,88,1/4/2014 15:00,0,0.065168784
4,89,1/4/2014 16:00,0,0.083581603
4,90,1/4/2014 17:00,0,0.101094288
4,91,1/4/2014 18:00,0,0.130871463
4,92,1/4/2014 19:00,0,0.171097397
4,93,1/4/2014 20:00,0,0.200269304
4,94,1/4/2014 21:00,0,0.217174746
4,95,1/4/2014 22:00,0,0.218539707
4,96,1/4/2014 23:00,0,0.204250448
5,97,1/5/2014 0:00,0,0.178487051
5,98,1/5/2014 1:00,0,0.151103536
5,99,1/5/2014 2:00,0,0.126749591
5,100,1/5/2014 3:00,0,0.107590964
5,101,1/5/2014 4:00,0,0.100262771
5,102,1/5/2014 5:00,0,0.097165641
5,103,1/5/2014 6:00,0,0.098061846
5,104,1/5/2014 7:00,0,0.097974944
5,105,1/5/2014 8:00,0,0.089188646
5,106,1/5/2014 9:00,0,0.076821506
5,107,1/5/2014 10:00,0,0.064054383
5,108,1/5/2014 11:00,0,0.05519529
5,109,1/5/2014 12:00,0,0.042840133
5,110,1/5/2014 13:00,0,0.033364103
5,111,1/5/2014 14:00,0,0.027492604
5,112,1/5/2014 15:00,0,0.029349506
5,113,1/5/2014 16:00,0,0.035838884
5,114,1/5/2014 17:00,0,0.044986446
5,115,1/5/2014 18:00,0,0.06359776
5,116,1/5/2014 19:00,0,0.090913575
5,117,1/5/2014 20:00,0,0.112113502
5,118,1/5/2014 21:00,0,0.117366294
5,119,1/5/2014 22:00,0,0.119079526
5,120,1/5/2014 23:00,0,0.116763619
6,121,1/6/2014 0:00,0,0.112567149
6,122,1/6/2014 1:00,0,0.109791832
6,123,1/6/2014 2:00,0,0.108712354
6,124,1/6/2014 3:00,0,0.102082033
6,125,1/6/2014 4:00,0,0.094725642
6,126,1/6/2014 5:00,0,0.092078988
6,127,1/6/2014 6:00,0,0.08687344
6,128,1/6/2014 7:00,0,0.081220747
6,129,1/6/2014 8:00,0,0.066179182
6,130,1/6/2014 9:00,0,0.057128735
6,131,1/6/2014 10:00,0,0.05634819
6,132,1/6/2014 11:00,0,0.063459481
6,133,1/6/2014 12:00,0,0.062724483
6,134,1/6/2014 13:00,0,0.063408129
6,135,1/6/2014 14:00,0,0.065441125
6,136,1/6/2014 15:00,0,0.070187653
6,137,1/6/2014 16:00,0,0.07485727
6,138,1/6/2014 17:00,0,0.084289021
6,139,1/6/2014 18:00,0,0.117255015
6,140,1/6/2014 19:00,0,0.167747605
6,141,1/6/2014 20:00,0,0.202549356
6,142,1/6/2014 21:00,0,0.222653033
6,143,1/6/2014 22:00,0,0.233061361
6,144,1/6/2014 23:00,0,0.235811299
7,145,1/7/2014 0:00,0,0.236637874
7,146,1/7/2014 1:00,0,0.233080445
7,147,1/7/2014 2:00,0,0.227343904
7,148,1/7/2014 3:00,0,0.2170388
7,149,1/7/2014 4:00,0,0.203652718
7,150,1/7/2014 5:00,0,0.190920105
7,151,1/7/2014 6:00,0,0.180352794
7,152,1/7/2014 7:00,0,0.166051917
7,153,1/7/2014 8:00,0,0.138560131
7,154,1/7/2014 9:00,0,0.105311812
7,155,1/7/2014 10:00,0,0.100193861
7,156,1/7/2014 11:00,0,0.102807815
7,157,1/7/2014 12:00,0,0.100683668
7,158,1/7/2014 13:00,0,0.095787566
7,159,1/7/2014 14:00,0,0.096146552
7,160,1/7/2014 15:00,0,0.101177551
7,161,1/7/2014 16:00,0,0.106234334
7,162,1/7/2014 17:00,0,0.108090378
7,163,1/7/2014 18:00,0,0.134289214
7,164,1/7/2014 19:00,0,0.179620273
7,165,1/7/2014 20:00,0,0.210790482
7,166,1/7/2014 21:00,0,0.22080053
