Day,Timepoint,dateTime,solarPV,wind
1,1,1/1/2014 0:00,0,0
1,2,1/1/2014 1:00,0,0
1,3,1/1/2014 2:00,0,0
1,4,1/1/2014 3:00,0,0
1,5,1/1/2014 4:00,0,0
1,6,1/1/2014 5:00,0,0
1,7,1/1/2014 6:00,0,0
1,8,1/1/2014 7:00,0.091202857,0
1,9,1/1/2014 8:00,0.403337933,0
1,10,1/1/2014 9:00,0.550134501,0
1,11,1/1/2014 10:00,0.622440634,0
1,12,1/1/2014 11:00,0.649320184,0
1,13,1/1/2014 12:00,0.648792107,0
1,14,1/1/2014 13:00,0.620045666,0
1,15,1/1/2014 14:00,0.588888407,0
1,16,1/1/2014 15:00,0.511829844,0
1,17,1/1/2014 16:00,0.329439072,0
1,18,1/1/2014 17:00,0.034345027,0
1,19,1/1/2014 18:00,0.002261491,0
1,20,1/1/2014 19:00,0.001759269,0
1,21,1/1/2014 20:00,0,0
1,22,1/1/2014 21:00,0,0
1,23,1/1/2014 22:00,0,0
1,24,1/1/2014 23:00,0,0
2,25,1/2/2014 0:00,0,0
2,26,1/2/2014 1:00,0,0
2,27,1/2/2014 2:00,0,0
2,28,1/2/2014 3:00,0,0
2,29,1/2/2014 4:00,0,0
2,30,1/2/2014 5:00,0,0
2,31,1/2/2014 6:00,0,0
2,32,1/2/2014 7:00,0.084826393,0
2,33,1/2/2014 8:00,0.402440936,0
2,34,1/2/2014 9:00,0.542583718,0
2,35,1/2/2014 10:00,0.609912916,0
2,36,1/2/2014 11:00,0.637779667,0
2,37,1/2/2014 12:00,0.641320722,0
2,38,1/2/2014 13:00,0.627752218,0
2,39,1/2/2014 14:00,0.611179007,0
2,40,1/2/2014 15:00,0.542221102,0
2,41,1/2/2014 16:00,0.357638495,0
2,42,1/2/2014 17:00,0.035302202,0
2,43,1/2/2014 18:00,0.00218434,0
2,44,1/2/2014 19:00,0.001701538,0
2,45,1/2/2014 20:00,0,0
2,46,1/2/2014 21:00,0,0
2,47,1/2/2014 22:00,0,0
2,48,1/2/2014 23:00,0,0
3,49,1/3/2014 0:00,0,0
3,50,1/3/2014 1:00,0,0
3,51,1/3/2014 2:00,0,0
3,52,1/3/2014 3:00,0,0
3,53,1/3/2014 4:00,0,0
3,54,1/3/2014 5:00,0,0
3,55,1/3/2014 6:00,0,0
3,56,1/3/2014 7:00,0.081717636,0
3,57,1/3/2014 8:00,0.4023966,0
3,58,1/3/2014 9:00,0.550711595,0
3,59,1/3/2014 10:00,0.636846569,0
3,60,1/3/2014 11:00,0.676982342,0
3,61,1/3/2014 12:00,0.692124568,0
3,62,1/3/2014 13:00,0.684524456,0
3,63,1/3/2014 14:00,0.645867193,0
3,64,1/3/2014 15:00,0.556777426,0
3,65,1/3/2014 16:00,0.357039725,0
3,66,1/3/2014 17:00,0.040329466,0
3,67,1/3/2014 18:00,0.002193578,0
3,68,1/3/2014 19:00,0.001727422,0
3,69,1/3/2014 20:00,0,0
3,70,1/3/2014 21:00,0,0
3,71,1/3/2014 22:00,0,0
3,72,1/3/2014 23:00,0,0
4,73,1/4/2014 0:00,0,0
4,74,1/4/2014 1:00,0,0
4,75,1/4/2014 2:00,0,0
4,76,1/4/2014 3:00,0,0
4,77,1/4/2014 4:00,0,0
4,78,1/4/2014 5:00,0,0
4,79,1/4/2014 6:00,0,0
4,80,1/4/2014 7:00,0.085487058,0
