gen_capacity,generator,type,var_cost
660.0,COAL-NEW-119,coal,2118.0
660.0,COAL-NEW-120,coal,2119.0
660.0,COAL-NEW-121,coal,2120.0
660.0,COAL-NEW-122,coal,2121.0
660.0,COAL-NEW-123,coal,2122.0
660.0,COAL-NEW-124,coal,2123.0
660.0,COAL-NEW-125,coal,2124.0
660.0,COAL-NEW-126,coal,2125.0
660.0,COAL-NEW-127,coal,2126.0
660.0,COAL-NEW-128,coal,2127.0
660.0,COAL-NEW-129,coal,2128.0
660.0,COAL-NEW-130,coal,2129.0
660.0,COAL-NEW-131,coal,2130.0
660.0,COAL-NEW-132,coal,2131.0
660.0,COAL-NEW-133,coal,2132.0
660.0,COAL-NEW-134,coal,2133.0
660.0,COAL-NEW-135,coal,2134.0
660.0,COAL-NEW-136,coal,2135.0
660.0,COAL-NEW-137,coal,2136.0
660.0,COAL-NEW-138,coal,2137.0
660.0,COAL-NEW-139,coal,2138.0
660.0,COAL-NEW-140,coal,2139.0
660.0,COAL-NEW-141,coal,2140.0
660.0,COAL-NEW-142,coal,2141.0
660.0,COAL-NEW-143,coal,2142.0
660.0,COAL-NEW-144,coal,2143.0
660.0,COAL-NEW-145,coal,2144.0
660.0,COAL-NEW-146,coal,2145.0
660.0,COAL-NEW-147,coal,2146.0
660.0,COAL-NEW-148,coal,2147.0
660.0,COAL-NEW-149,coal,2148.0
660.0,COAL-NEW-150,coal,2149.0
660.0,COAL-NEW-151,coal,2150.0
660.0,COAL-NEW-152,coal,2151.0
660.0,COAL-NEW-153,coal,2152.0
660.0,COAL-NEW-154,coal,2153.0
660.0,COAL-NEW-155,coal,2154.0
660.0,COAL-NEW-156,coal,2155.0
660.0,COAL-NEW-157,coal,2156.0
660.0,COAL-NEW-158,coal,2157.0
660.0,COAL-NEW-159,coal,2158.0
660.0,COAL-NEW-160,coal,2159.0
660.0,COAL-NEW-161,coal,2160.0
660.0,COAL-NEW-162,coal,2161.0
660.0,COAL-NEW-163,coal,2162.0
660.0,COAL-NEW-164,coal,2163.0
660.0,COAL-NEW-165,coal,2164.0
660.0,COAL-NEW-166,coal,2165.0
660.0,COAL-NEW-167,coal,2166.0
660.0,COAL-NEW-168,coal,2167.0
660.0,COAL-NEW-169,coal,2168.0
660.0,COAL-NEW-170,coal,2169.0
660.0,COAL-NEW-171,coal,2170.0
660.0,COAL-NEW-172,coal,2171.0
660.0,COAL-NEW-173,coal,2172.0
660.0,COAL-NEW-174,coal,2173.0
660.0,COAL-NEW-175,coal,2174.0
660.0,COAL-NEW-176,coal,2175.0
660.0,COAL-NEW-177,coal,2176.0
660.0,COAL-NEW-178,coal,2177.0
660.0,COAL-NEW-179,coal,2178.0
660.0,COAL-NEW-180,coal,2179.0
660.0,COAL-NEW-181,coal,2180.0
660.0,COAL-NEW-182,coal,2181.0
660.0,COAL-NEW-183,coal,2182.0
660.0,COAL-NEW-184,coal,2183.0
660.0,COAL-NEW-185,coal,2184.0
660.0,COAL-NEW-186,coal,2185.0
660.0,COAL-NEW-187,coal,2186.0
660.0,COAL-NEW-188,coal,2187.0
660.0,COAL-NEW-189,coal,2188.0
660.0,COAL-NEW-190,coal,2189.0
660.0,COAL-NEW-191,coal,2190.0
660.0,COAL-NEW-192,coal,2191.0
660.0,COAL-NEW-193,coal,2192.0
660.0,COAL-NEW-194,coal,2193.0
660.0,COAL-NEW-195,coal,2194.0
660.0,COAL-NEW-196,coal,2195.0
660.0,COAL-NEW-197,coal,2196.0
660.0,COAL-NEW-198,coal,2197.0
660.0,COAL-NEW-199,coal,2198.0
660.0,COAL-NEW-200,coal,2199.0
660.0,COAL-NEW-201,coal,2200.0
660.0,COAL-NEW-202,coal,2201.0
660.0,COAL-NEW-203,coal,2202.0
660.0,COAL-NEW-204,coal,2203.0
660.0,COAL-NEW-205,coal,2204.0
660.0,COAL-NEW-206,coal,2205.0
660.0,COAL-NEW-207,coal,2206.0
660.0,COAL-NEW-208,coal,2207.0
660.0,COAL-NEW-209,coal,2208.0
660.0,COAL-NEW-210,coal,2209.0
660.0,COAL-NEW-211,coal,2210.0
660.0,COAL-NEW-212,coal,2211.0
660.0,COAL-NEW-213,coal,2212.0
660.0,COAL-NEW-214,coal,2213.0
660.0,COAL-NEW-215,coal,2214.0
660.0,COAL-NEW-216,coal,2215.0
660.0,COAL-NEW-217,coal,2216.0
660.0,COAL-NEW-218,coal,2217.0
660.0,COAL-NEW-219,coal,2218.0
660.0,COAL-NEW-220,coal,2219.0
660.0,COAL-NEW-221,coal,2220.0
660.0,COAL-NEW-222,coal,2221.0
660.0,COAL-NEW-223,coal,2222.0
660.0,COAL-NEW-224,coal,2223.0
660.0,COAL-NEW-225,coal,2224.0
660.0,COAL-NEW-226,coal,2225.0
660.0,COAL-NEW-227,coal,2226.0
660.0,COAL-NEW-228,coal,2227.0
660.0,COAL-NEW-229,coal,2228.0
660.0,COAL-NEW-230,coal,2229.0
660.0,COAL-NEW-231,coal,2230.0
660.0,COAL-NEW-232,coal,2231.0
660.0,COAL-NEW-233,coal,2232.0
660.0,COAL-NEW-234,coal,2233.0
660.0,COAL-NEW-235,coal,2234.0
660.0,COAL-NEW-236,coal,2235.0
660.0,COAL-NEW-237,coal,2236.0
660.0,COAL-NEW-238,coal,2237.0
660.0,COAL-NEW-239,coal,2238.0
660.0,COAL-NEW-240,coal,2239.0
660.0,COAL-NEW-241,coal,2240.0
660.0,COAL-NEW-242,coal,2241.0
660.0,COAL-NEW-243,coal,2242.0
660.0,COAL-NEW-244,coal,2243.0
660.0,COAL-NEW-245,coal,2244.0
660.0,COAL-NEW-246,coal,2245.0
660.0,COAL-NEW-247,coal,2246.0
660.0,COAL-NEW-248,coal,2247.0
660.0,COAL-NEW-249,coal,2248.0
660.0,COAL-NEW-250,coal,2249.0
660.0,COAL-NEW-251,coal,2250.0
660.0,COAL-NEW-252,coal,2251.0
660.0,COAL-NEW-253,coal,2252.0
660.0,COAL-NEW-254,coal,2253.0
660.0,COAL-NEW-255,coal,2254.0
660.0,COAL-NEW-256,coal,2255.0
660.0,COAL-NEW-257,coal,2256.0
660.0,COAL-NEW-258,coal,2257.0
660.0,COAL-NEW-259,coal,2258.0
660.0,COAL-NEW-260,coal,2259.0
660.0,COAL-NEW-261,coal,2260.0
660.0,COAL-NEW-262,coal,2261.0
660.0,COAL-NEW-263,coal,2262.0
660.0,COAL-NEW-264,coal,2263.0
660.0,COAL-NEW-265,coal,2264.0
660.0,COAL-NEW-266,coal,2265.0
660.0,COAL-NEW-267,coal,2266.0
660.0,COAL-NEW-268,coal,2267.0
660.0,COAL-NEW-269,coal,2268.0
660.0,COAL-NEW-270,coal,2269.0
660.0,COAL-NEW-271,coal,2270.0
660.0,COAL-NEW-272,coal,2271.0
660.0,COAL-NEW-273,coal,2272.0
660.0,COAL-NEW-274,coal,2273.0
660.0,COAL-NEW-275,coal,2274.0
660.0,COAL-NEW-276,coal,2275.0
660.0,COAL-NEW-277,coal,2276.0
660.0,COAL-NEW-278,coal,2277.0
660.0,COAL-NEW-279,coal,2278.0
660.0,COAL-NEW-280,coal,2279.0
660.0,COAL-NEW-281,coal,2280.0
660.0,COAL-NEW-282,coal,2281.0
660.0,COAL-NEW-283,coal,2282.0
660.0,COAL-NEW-284,coal,2283.0
660.0,COAL-NEW-285,coal,2284.0
660.0,COAL-NEW-286,coal,2285.0
660.0,COAL-NEW-287,coal,2286.0
660.0,COAL-NEW-288,coal,2287.0
660.0,COAL-NEW-289,coal,2288.0
660.0,COAL-NEW-290,coal,2289.0
660.0,COAL-NEW-291,coal,2290.0
660.0,COAL-NEW-292,coal,2291.0
660.0,COAL-NEW-293,coal,2292.0
660.0,COAL-NEW-294,coal,2293.0
660.0,COAL-NEW-295,coal,2294.0
660.0,COAL-NEW-296,coal,2295.0
660.0,COAL-NEW-297,coal,2296.0
660.0,COAL-NEW-298,coal,2297.0
660.0,COAL-NEW-299,coal,2298.0
660.0,COAL-NEW-300,coal,2299.0
660.0,COAL-NEW-301,coal,2300.0
660.0,COAL-NEW-302,coal,2301.0
660.0,COAL-NEW-303,coal,2302.0
660.0,COAL-NEW-304,coal,2303.0
660.0,COAL-NEW-305,coal,2304.0
660.0,COAL-NEW-306,coal,2305.0
660.0,COAL-NEW-307,coal,2306.0
660.0,COAL-NEW-308,coal,2307.0
660.0,COAL-NEW-309,coal,2308.0
660.0,COAL-NEW-310,coal,2309.0
660.0,COAL-NEW-311,coal,2310.0
660.0,COAL-NEW-312,coal,2311.0
660.0,COAL-NEW-313,coal,2312.0
660.0,COAL-NEW-314,coal,2313.0
660.0,COAL-NEW-315,coal,2314.0
660.0,COAL-NEW-316,coal,2315.0
660.0,COAL-NEW-317,coal,2316.0
660.0,COAL-NEW-318,coal,2317.0
660.0,COAL-NEW-319,coal,2318.0
660.0,COAL-NEW-320,coal,2319.0
660.0,COAL-NEW-321,coal,2320.0
660.0,COAL-NEW-322,coal,2321.0
660.0,COAL-NEW-323,coal,2322.0
660.0,COAL-NEW-324,coal,2323.0
660.0,COAL-NEW-325,coal,2324.0
660.0,COAL-NEW-326,coal,2325.0
660.0,COAL-NEW-327,coal,2326.0
660.0,COAL-NEW-328,coal,2327.0
660.0,COAL-NEW-329,coal,2328.0
660.0,COAL-NEW-330,coal,2329.0
660.0,COAL-NEW-331,coal,2330.0
660.0,COAL-NEW-332,coal,2331.0
660.0,COAL-NEW-333,coal,2332.0
660.0,COAL-NEW-334,coal,2333.0
660.0,COAL-NEW-335,coal,2334.0
660.0,COAL-NEW-336,coal,2335.0
660.0,COAL-NEW-337,coal,2336.0
660.0,COAL-NEW-338,coal,2337.0
660.0,COAL-NEW-339,coal,2338.0
660.0,COAL-NEW-340,coal,2339.0
660.0,COAL-NEW-341,coal,2340.0
660.0,COAL-NEW-342,coal,2341.0
660.0,COAL-NEW-343,coal,2342.0
660.0,COAL-NEW-344,coal,2343.0
660.0,COAL-NEW-345,coal,2344.0
660.0,COAL-NEW-346,coal,2345.0
660.0,COAL-NEW-347,coal,2346.0
660.0,COAL-NEW-348,coal,2347.0
660.0,COAL-NEW-349,coal,2348.0
660.0,COAL-NEW-350,coal,2349.0
660.0,COAL-NEW-351,coal,2350.0
660.0,COAL-NEW-352,coal,2351.0
660.0,COAL-NEW-353,coal,2352.0
660.0,COAL-NEW-354,coal,2353.0
660.0,COAL-NEW-355,coal,2354.0
660.0,COAL-NEW-356,coal,2355.0
660.0,COAL-NEW-357,coal,2356.0
660.0,COAL-NEW-358,coal,2357.0
660.0,COAL-NEW-359,coal,2358.0
660.0,COAL-NEW-360,coal,2359.0
660.0,COAL-NEW-361,coal,2360.0
660.0,COAL-NEW-362,coal,2361.0
660.0,COAL-NEW-363,coal,2362.0
660.0,COAL-NEW-364,coal,2363.0
660.0,COAL-NEW-365,coal,2364.0
660.0,COAL-NEW-366,coal,2365.0
660.0,COAL-NEW-367,coal,2366.0
660.0,COAL-NEW-368,coal,2367.0
660.0,COAL-NEW-369,coal,2368.0
660.0,COAL-NEW-370,coal,2369.0
660.0,COAL-NEW-371,coal,2370.0
660.0,COAL-NEW-372,coal,2371.0
660.0,COAL-NEW-373,coal,2372.0
660.0,COAL-NEW-374,coal,2373.0
660.0,COAL-NEW-375,coal,2374.0
660.0,COAL-NEW-376,coal,2375.0
660.0,COAL-NEW-377,coal,2376.0
660.0,COAL-NEW-378,coal,2377.0
660.0,COAL-NEW-379,coal,2378.0
660.0,COAL-NEW-380,coal,2379.0
660.0,COAL-NEW-381,coal,2380.0
660.0,COAL-NEW-382,coal,2381.0
660.0,COAL-NEW-383,coal,2382.0
660.0,COAL-NEW-384,coal,2383.0
660.0,COAL-NEW-385,coal,2384.0
660.0,COAL-NEW-386,coal,2385.0
660.0,COAL-NEW-387,coal,2386.0
660.0,COAL-NEW-388,coal,2387.0
660.0,COAL-NEW-389,coal,2388.0
660.0,COAL-NEW-390,coal,2389.0
660.0,COAL-NEW-391,coal,2390.0
660.0,COAL-NEW-392,coal,2391.0
660.0,COAL-NEW-393,coal,2392.0
660.0,COAL-NEW-394,coal,2393.0
660.0,COAL-NEW-395,coal,2394.0
660.0,COAL-NEW-396,coal,2395.0
250.0,GAS-CCGT-NEW-1,gas_ccgt,5900.0
250.0,GAS-CCGT-NEW-2,gas_ccgt,5901.0
250.0,GAS-CCGT-NEW-3,gas_ccgt,5902.0
250.0,GAS-CCGT-NEW-4,gas_ccgt,5903.0
250.0,GAS-CCGT-NEW-5,gas_ccgt,5904.0
250.0,GAS-CCGT-NEW-6,gas_ccgt,5905.0
250.0,GAS-CCGT-NEW-7,gas_ccgt,5906.0
250.0,GAS-CCGT-NEW-8,gas_ccgt,5907.0
250.0,GAS-CCGT-NEW-9,gas_ccgt,5908.0
250.0,GAS-CCGT-NEW-10,gas_ccgt,5909.0
250.0,GAS-CCGT-NEW-11,gas_ccgt,5910.0
250.0,GAS-CCGT-NEW-12,gas_ccgt,5911.0
250.0,GAS-CCGT-NEW-13,gas_ccgt,5912.0
250.0,GAS-CCGT-NEW-14,gas_ccgt,5913.0
250.0,GAS-CCGT-NEW-15,gas_ccgt,5914.0
250.0,GAS-CCGT-NEW-16,gas_ccgt,5915.0
250.0,GAS-CCGT-NEW-17,gas_ccgt,5916.0
250.0,GAS-CCGT-NEW-18,gas_ccgt,5917.0
250.0,GAS-CCGT-NEW-19,gas_ccgt,5918.0
250.0,GAS-CCGT-NEW-20,gas_ccgt,5919.0
250.0,GAS-CCGT-NEW-21,gas_ccgt,5920.0
250.0,GAS-CCGT-NEW-22,gas_ccgt,5921.0
250.0,GAS-CCGT-NEW-23,gas_ccgt,5922.0
250.0,GAS-CCGT-NEW-24,gas_ccgt,5923.0
250.0,GAS-CCGT-NEW-25,gas_ccgt,5924.0
250.0,GAS-CCGT-NEW-26,gas_ccgt,5925.0
250.0,GAS-CCGT-NEW-27,gas_ccgt,5926.0
250.0,GAS-CCGT-NEW-28,gas_ccgt,5927.0
250.0,GAS-CCGT-NEW-29,gas_ccgt,5928.0
250.0,GAS-CCGT-NEW-30,gas_ccgt,5929.0
250.0,GAS-CCGT-NEW-31,gas_ccgt,5930.0
250.0,GAS-CCGT-NEW-32,gas_ccgt,5931.0
250.0,GAS-CCGT-NEW-33,gas_ccgt,5932.0
250.0,GAS-CCGT-NEW-34,gas_ccgt,5933.0
250.0,GAS-CCGT-NEW-35,gas_ccgt,5934.0
250.0,GAS-CCGT-NEW-36,gas_ccgt,5935.0
250.0,GAS-CCGT-NEW-37,gas_ccgt,5936.0
250.0,GAS-CCGT-NEW-38,gas_ccgt,5937.0
250.0,GAS-CCGT-NEW-39,gas_ccgt,5938.0
250.0,GAS-CCGT-NEW-40,gas_ccgt,5939.0
250.0,GAS-CCGT-NEW-41,gas_ccgt,5940.0
250.0,GAS-CCGT-NEW-42,gas_ccgt,5941.0
250.0,GAS-CCGT-NEW-43,gas_ccgt,5942.0
250.0,GAS-CCGT-NEW-44,gas_ccgt,5943.0
250.0,GAS-CCGT-NEW-45,gas_ccgt,5944.0
250.0,GAS-CCGT-NEW-46,gas_ccgt,5945.0
250.0,GAS-CCGT-NEW-47,gas_ccgt,5946.0
250.0,GAS-CCGT-NEW-48,gas_ccgt,5947.0
250.0,GAS-CCGT-NEW-49,gas_ccgt,5948.0
250.0,GAS-CCGT-NEW-50,gas_ccgt,5949.0
250.0,GAS-CCGT-NEW-51,gas_ccgt,5950.0
250.0,GAS-CCGT-NEW-52,gas_ccgt,5951.0
250.0,GAS-CCGT-NEW-53,gas_ccgt,5952.0
250.0,GAS-CCGT-NEW-54,gas_ccgt,5953.0
250.0,GAS-CCGT-NEW-55,gas_ccgt,5954.0
250.0,GAS-CCGT-NEW-56,gas_ccgt,5955.0
250.0,GAS-CCGT-NEW-57,gas_ccgt,5956.0
250.0,GAS-CCGT-NEW-58,gas_ccgt,5957.0
250.0,GAS-CCGT-NEW-59,gas_ccgt,5958.0
250.0,GAS-CCGT-NEW-60,gas_ccgt,5959.0
250.0,GAS-CCGT-NEW-61,gas_ccgt,5960.0
250.0,GAS-CCGT-NEW-62,gas_ccgt,5961.0
250.0,GAS-CCGT-NEW-63,gas_ccgt,5962.0
250.0,GAS-CCGT-NEW-64,gas_ccgt,5963.0
250.0,GAS-CCGT-NEW-65,gas_ccgt,5964.0
250.0,GAS-CCGT-NEW-66,gas_ccgt,5965.0
250.0,GAS-CCGT-NEW-67,gas_ccgt,5966.0
250.0,GAS-CCGT-NEW-68,gas_ccgt,5967.0
250.0,GAS-CCGT-NEW-69,gas_ccgt,5968.0
250.0,GAS-CCGT-NEW-70,gas_ccgt,5969.0
250.0,GAS-CCGT-NEW-71,gas_ccgt,5970.0
250.0,GAS-CCGT-NEW-72,gas_ccgt,5971.0
250.0,GAS-CCGT-NEW-73,gas_ccgt,5972.0
250.0,GAS-CCGT-NEW-74,gas_ccgt,5973.0
250.0,GAS-CCGT-NEW-75,gas_ccgt,5974.0
250.0,GAS-CCGT-NEW-76,gas_ccgt,5975.0
250.0,GAS-CCGT-NEW-77,gas_ccgt,5976.0
250.0,GAS-CCGT-NEW-78,gas_ccgt,5977.0
250.0,GAS-CCGT-NEW-79,gas_ccgt,5978.0
250.0,GAS-CCGT-NEW-80,gas_ccgt,5979.0
250.0,GAS-CCGT-NEW-81,gas_ccgt,5980.0
250.0,GAS-CCGT-NEW-82,gas_ccgt,5981.0
250.0,GAS-CCGT-NEW-83,gas_ccgt,5982.0
250.0,GAS-CCGT-NEW-84,gas_ccgt,5983.0
250.0,GAS-CCGT-NEW-85,gas_ccgt,5984.0
250.0,GAS-CCGT-NEW-86,gas_ccgt,5985.0
250.0,GAS-CCGT-NEW-87,gas_ccgt,5986.0
250.0,GAS-CCGT-NEW-88,gas_ccgt,5987.0
250.0,GAS-CCGT-NEW-89,gas_ccgt,5988.0
250.0,GAS-CCGT-NEW-90,gas_ccgt,5989.0
250.0,GAS-CCGT-NEW-91,gas_ccgt,5990.0
250.0,GAS-CCGT-NEW-92,gas_ccgt,5991.0
250.0,GAS-CCGT-NEW-93,gas_ccgt,5992.0
250.0,GAS-CCGT-NEW-94,gas_ccgt,5993.0
250.0,GAS-CCGT-NEW-95,gas_ccgt,5994.0
250.0,GAS-CCGT-NEW-96,gas_ccgt,5995.0
250.0,GAS-CCGT-NEW-97,gas_ccgt,5996.0
250.0,GAS-CCGT-NEW-98,gas_ccgt,5997.0
250.0,GAS-CCGT-NEW-99,gas_ccgt,5998.0
250.0,GAS-CCGT-NEW-100,gas_ccgt,5999.0
250.0,GAS-CCGT-NEW-101,gas_ccgt,6000.0
250.0,GAS-CCGT-NEW-102,gas_ccgt,6001.0
250.0,GAS-CCGT-NEW-103,gas_ccgt,6002.0
250.0,GAS-CCGT-NEW-104,gas_ccgt,6003.0
250.0,GAS-CCGT-NEW-105,gas_ccgt,6004.0
250.0,GAS-CCGT-NEW-106,gas_ccgt,6005.0
250.0,GAS-CCGT-NEW-107,gas_ccgt,6006.0
250.0,GAS-CCGT-NEW-108,gas_ccgt,6007.0
250.0,GAS-CCGT-NEW-109,gas_ccgt,6008.0
250.0,GAS-CCGT-NEW-110,gas_ccgt,6009.0
250.0,GAS-CCGT-NEW-111,gas_ccgt,6010.0
250.0,GAS-CCGT-NEW-112,gas_ccgt,6011.0
250.0,GAS-CCGT-NEW-113,gas_ccgt,6012.0
250.0,GAS-CCGT-NEW-114,gas_ccgt,6013.0
250.0,GAS-CCGT-NEW-115,gas_ccgt,6014.0
250.0,GAS-CCGT-NEW-116,gas_ccgt,6015.0
250.0,GAS-CCGT-NEW-117,gas_ccgt,6016.0
250.0,GAS-CCGT-NEW-118,gas_ccgt,6017.0
250.0,GAS-CCGT-NEW-119,gas_ccgt,6018.0
250.0,GAS-CCGT-NEW-120,gas_ccgt,6019.0
250.0,GAS-CCGT-NEW-121,gas_ccgt,6020.0
250.0,GAS-CCGT-NEW-122,gas_ccgt,6021.0
250.0,GAS-CCGT-NEW-123,gas_ccgt,6022.0
250.0,GAS-CCGT-NEW-124,gas_ccgt,6023.0
250.0,GAS-CCGT-NEW-125,gas_ccgt,6024.0
250.0,GAS-CCGT-NEW-126,gas_ccgt,6025.0
250.0,GAS-CCGT-NEW-127,gas_ccgt,6026.0
250.0,GAS-CCGT-NEW-128,gas_ccgt,6027.0
250.0,GAS-CCGT-NEW-129,gas_ccgt,6028.0
250.0,GAS-CCGT-NEW-130,gas_ccgt,6029.0
250.0,GAS-CCGT-NEW-131,gas_ccgt,6030.0
250.0,GAS-CCGT-NEW-132,gas_ccgt,6031.0
250.0,GAS-CCGT-NEW-133,gas_ccgt,6032.0
250.0,GAS-CCGT-NEW-134,gas_ccgt,6033.0
250.0,GAS-CCGT-NEW-135,gas_ccgt,6034.0
250.0,GAS-CCGT-NEW-136,gas_ccgt,6035.0
50.0,GAS-CT-NEW-1,gas_ct,10300.0
50.0,GAS-CT-NEW-2,gas_ct,10301.0
50.0,GAS-CT-NEW-3,gas_ct,10302.0
50.0,GAS-CT-NEW-4,gas_ct,10303.0
50.0,GAS-CT-NEW-5,gas_ct,10304.0
50.0,GAS-CT-NEW-6,gas_ct,10305.0
50.0,GAS-CT-NEW-7,gas_ct,10306.0
50.0,GAS-CT-NEW-8,gas_ct,10307.0
50.0,GAS-CT-NEW-9,gas_ct,10308.0
50.0,GAS-CT-NEW-10,gas_ct,10309.0
50.0,GAS-CT-NEW-11,gas_ct,10310.0
50.0,GAS-CT-NEW-12,gas_ct,10311.0
50.0,GAS-CT-NEW-13,gas_ct,10312.0
50.0,GAS-CT-NEW-14,gas_ct,10313.0
50.0,GAS-CT-NEW-15,gas_ct,10314.0
50.0,GAS-CT-NEW-16,gas_ct,10315.0
50.0,GAS-CT-NEW-17,gas_ct,10316.0
50.0,GAS-CT-NEW-18,gas_ct,10317.0
50.0,GAS-CT-NEW-19,gas_ct,10318.0
50.0,GAS-CT-NEW-20,gas_ct,10319.0
50.0,GAS-CT-NEW-21,gas_ct,10320.0
50.0,GAS-CT-NEW-22,gas_ct,10321.0
50.0,GAS-CT-NEW-23,gas_ct,10322.0
50.0,GAS-CT-NEW-24,gas_ct,10323.0
50.0,GAS-CT-NEW-25,gas_ct,10324.0
50.0,GAS-CT-NEW-26,gas_ct,10325.0
50.0,GAS-CT-NEW-27,gas_ct,10326.0
50.0,GAS-CT-NEW-28,gas_ct,10327.0
50.0,GAS-CT-NEW-29,gas_ct,10328.0
50.0,GAS-CT-NEW-30,gas_ct,10329.0
50.0,GAS-CT-NEW-31,gas_ct,10330.0
50.0,GAS-CT-NEW-32,gas_ct,10331.0
