"","Day","load","dateTime","Timepoint"
"1",1,257221,2030-01-01 00:55:00,1
"2",1,249658,2030-01-01 01:55:00,2
"3",1,246765,2030-01-01 02:55:00,3
"4",1,246016,2030-01-01 03:55:00,4
"5",1,250213,2030-01-01 04:55:00,5
"6",1,258942,2030-01-01 05:55:00,6
"7",1,273062,2030-01-01 06:55:00,7
"8",1,276562,2030-01-01 07:55:00,8
"9",1,275284,2030-01-01 08:55:00,9
"10",1,277676,2030-01-01 09:55:00,10
"11",1,279275,2030-01-01 10:55:00,11
"12",1,277798,2030-01-01 11:55:00,12
"13",1,275082,2030-01-01 12:55:00,13
"14",1,276430,2030-01-01 13:55:00,14
"15",1,276728,2030-01-01 14:55:00,15
"16",1,277152,2030-01-01 15:55:00,16
"17",1,277134,2030-01-01 16:55:00,17
"18",1,277267,2030-01-01 17:55:00,18
"19",1,277027,2030-01-01 18:55:00,19
"20",1,277148,2030-01-01 19:55:00,20
"21",1,277238,2030-01-01 20:55:00,21
"22",1,274167,2030-01-01 21:55:00,22
"23",1,265078,2030-01-01 22:55:00,23
"24",1,256592,2030-01-01 23:55:00,24
"25",2,246905,2030-01-02 00:55:00,25
"26",2,240304,2030-01-02 01:55:00,26
"27",2,237835,2030-01-02 02:55:00,27
"28",2,238350,2030-01-02 03:55:00,28
"29",2,243464,2030-01-02 04:55:00,29
"30",2,252414,2030-01-02 05:55:00,30
"31",2,264303,2030-01-02 06:55:00,31
"32",2,277296,2030-01-02 07:55:00,32
"33",2,275315,2030-01-02 08:55:00,33
"34",2,275165,2030-01-02 09:55:00,34
"35",2,275461,2030-01-02 10:55:00,35
"36",2,275160,2030-01-02 11:55:00,36
"37",2,275322,2030-01-02 12:55:00,37
"38",2,276669,2030-01-02 13:55:00,38
"39",2,276736,2030-01-02 14:55:00,39
"40",2,276805,2030-01-02 15:55:00,40
"41",2,276652,2030-01-02 16:55:00,41
"42",2,276376,2030-01-02 17:55:00,42
"43",2,275093,2030-01-02 18:55:00,43
